"","regCodeExt","tumorType","metaCondition","condition","conditionCode","context","contextCode","regName","continuous","noCycles_Original","regString","shortString"
"970","134.178.1880.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, further lines of therapy",178,"R-GemOx",TRUE,"Cont.","21.Gemcitabine;0.Oxaliplatin;0.Rituximab;21.Gemcitabine;0.Oxaliplatin;0.Rituximab;","21.Gemcitabine;0.Oxaliplatin;0.Rituximab;"
"971","134.178.1881.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, further lines of therapy",178,"Selinexor monotherapy",TRUE,"Cont.","5.Selinexor;2.Selinexor;5.Selinexor;2.Selinexor;","5.Selinexor;2.Selinexor;"
"972","134.178.1882.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, further lines of therapy",178,"Tisagenlecleucel monotherapy",FALSE,"1","0.Tisagenlecleucel;","0.Tisagenlecleucel;0.Tisagenlecleucel;"
"973","134.178.1883.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, further lines of therapy",178,"TTR",TRUE,"Cont.","16.Rituximab;1.Paclitaxel;0.Topotecan;1.Topotecan;1.Topotecan;1.Topotecan;1.Topotecan;16.Rituximab;1.Paclitaxel;0.Topotecan;1.Topotecan;1.Topotecan;1.Topotecan;1.Topotecan;","16.Rituximab;1.Paclitaxel;0.Topotecan;1.Topotecan;1.Topotecan;1.Topotecan;1.Topotecan;"
"974","134.178.1884.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, further lines of therapy",178,"Vinorelbine monotherapy",TRUE,"Cont.","7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;","7.Vinorelbine;7.Vinorelbine;"
"975","134.184.1829.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"Axicabtagene ciloleucel monotherapy",FALSE,"1","0.Cyclophosphamide;0.Fludarabine;1.Cyclophosphamide;0.Fludarabine;1.Cyclophosphamide;0.Fludarabine;3.Axicabtageneciloleucel;","0.Cyclophosphamide;0.Fludarabine;1.Cyclophosphamide;0.Fludarabine;1.Cyclophosphamide;0.Fludarabine;3.Axicabtageneciloleucel;"
"976","134.184.1830.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"Lisocabtagene maraleucel monotherapy",FALSE,"1","0.Lisocabtagenemaraleucel;","0.Lisocabtagenemaraleucel;0.Lisocabtagenemaraleucel;"
"977","134.184.1831.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"O-DHAP",NA,NA,"0.Cisplatin;0.Ofatumumab;1.Cytarabine;20.Cisplatin;0.Ofatumumab;1.Cytarabine;20.Cisplatin;0.Ofatumumab;1.Cytarabine;","0.Cisplatin;0.Ofatumumab;1.Cytarabine;20.Cisplatin;0.Ofatumumab;1.Cytarabine;20.Cisplatin;0.Ofatumumab;1.Cytarabine;"
"978","134.184.1832.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"O-ICE",NA,NA,"0.Carboplatin;0.Etoposide;0.Ofatumumab;1.Etoposide;0.Ifosfamide;1.Etoposide;19.Carboplatin;0.Etoposide;0.Ofatumumab;1.Etoposide;0.Ifosfamide;1.Etoposide;19.Carboplatin;0.Etoposide;0.Ofatumumab;1.Etoposide;0.Ifosfamide;1.Etoposide;","0.Carboplatin;0.Etoposide;0.Ofatumumab;1.Etoposide;0.Ifosfamide;1.Etoposide;19.Carboplatin;0.Etoposide;0.Ofatumumab;1.Etoposide;0.Ifosfamide;1.Etoposide;19.Carboplatin;0.Etoposide;0.Ofatumumab;1.Etoposide;0.Ifosfamide;1.Etoposide;"
"979","134.184.1832.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"O-ICE",NA,NA,"0.Etoposide;0.Ofatumumab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;19.Etoposide;0.Ofatumumab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;19.Etoposide;0.Ofatumumab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;","0.Etoposide;0.Ofatumumab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;19.Etoposide;0.Ofatumumab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;19.Etoposide;0.Ofatumumab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;"
"980","134.184.1833.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-DexaBEAM",FALSE,"2","14.Rituximab;1.Melphalan;1.Carmustine;1.Cytarabine;0.Etoposide;1.Cytarabine;0.Etoposide;1.Cytarabine;0.Etoposide;1.Cytarabine;0.Etoposide;1.Rituximab;","14.Rituximab;1.Melphalan;1.Carmustine;1.Cytarabine;0.Etoposide;1.Cytarabine;0.Etoposide;1.Cytarabine;0.Etoposide;1.Cytarabine;0.Etoposide;1.Rituximab;"
"981","134.184.1833.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-DexaBEAM",FALSE,"2","21.Rituximab;1.Melphalan;1.Carmustine;1.Cytarabine;0.Etoposide;1.Cytarabine;0.Etoposide;1.Cytarabine;0.Etoposide;1.Cytarabine;0.Etoposide;1.Rituximab;","21.Rituximab;1.Melphalan;1.Carmustine;1.Cytarabine;0.Etoposide;1.Cytarabine;0.Etoposide;1.Cytarabine;0.Etoposide;1.Cytarabine;0.Etoposide;1.Rituximab;"
"982","134.184.1834.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-DHAOx",NA,NA,"0.Rituximab;22.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;","0.Rituximab;22.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;"
"983","134.184.1834.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-DHAOx",NA,NA,"0.Rituximab;22.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;","0.Rituximab;22.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;"
"984","134.184.1834.3","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-DHAOx",NA,NA,"0.Rituximab;22.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;","0.Rituximab;22.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;"
"985","134.184.1834.4","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-DHAOx",NA,NA,"0.Rituximab;22.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;","0.Rituximab;22.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;20.Cytarabine;0.Oxaliplatin;1.Cytarabine;"
"986","134.184.1835.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-DHAP",NA,NA,"0.Cisplatin;0.Rituximab;1.Cytarabine;20.Cisplatin;0.Rituximab;1.Cytarabine;20.Cisplatin;1.Cytarabine;","0.Cisplatin;0.Rituximab;1.Cytarabine;20.Cisplatin;0.Rituximab;1.Cytarabine;20.Cisplatin;1.Cytarabine;"
"987","134.184.1835.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-DHAP",NA,NA,"0.Rituximab;1.Cisplatin;0.Rituximab;1.Cytarabine;19.Cisplatin;0.Rituximab;1.Cytarabine;20.Cisplatin;1.Cytarabine;","0.Rituximab;1.Cisplatin;0.Rituximab;1.Cytarabine;19.Cisplatin;0.Rituximab;1.Cytarabine;20.Cisplatin;1.Cytarabine;"
"988","134.184.1835.3","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-DHAP",TRUE,"Cont.","18.Cisplatin;0.Rituximab;0.Rituximab;1.Cytarabine;1.Cisplatin;1.Cytarabine;18.Cisplatin;0.Rituximab;0.Rituximab;1.Cytarabine;1.Cisplatin;1.Cytarabine;","18.Cisplatin;0.Rituximab;0.Rituximab;1.Cytarabine;1.Cisplatin;1.Cytarabine;"
"989","134.184.1835.4","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-DHAP",NA,NA,"0.Rituximab;2.Cisplatin;1.Cisplatin;0.Cytarabine;1.Cisplatin;17.Rituximab;2.Cisplatin;1.Cisplatin;0.Cytarabine;1.Cisplatin;1.Cisplatin;16.Rituximab;2.Cisplatin;1.Cisplatin;0.Cytarabine;1.Cisplatin;1.Cisplatin;16.Rituximab;2.Cisplatin;1.Cisplatin;0.Cytarabine;1.Cisplatin;1.Cisplatin;","0.Rituximab;2.Cisplatin;1.Cisplatin;0.Cytarabine;1.Cisplatin;17.Rituximab;2.Cisplatin;1.Cisplatin;0.Cytarabine;1.Cisplatin;1.Cisplatin;16.Rituximab;2.Cisplatin;1.Cisplatin;0.Cytarabine;1.Cisplatin;1.Cisplatin;16.Rituximab;2.Cisplatin;1.Cisplatin;0.Cytarabine;1.Cisplatin;1.Cisplatin;"
"990","134.184.1836.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-DHAP/R-VIM",NA,NA,"0.Cisplatin;1.Cytarabine;3.Rituximab;24.Etoposide;0.Ifosfamide;0.Methotrexate;1.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Ifosfamide;1.Etoposide;0.Ifosfamide;0.Methotrexate;1.Rituximab;23.Cisplatin;1.Cytarabine;3.Rituximab;","0.Cisplatin;1.Cytarabine;3.Rituximab;24.Etoposide;0.Ifosfamide;0.Methotrexate;1.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Ifosfamide;1.Etoposide;0.Ifosfamide;0.Methotrexate;1.Rituximab;23.Cisplatin;1.Cytarabine;3.Rituximab;"
"991","134.184.1837.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-EPOCH",TRUE,"Cont.","17.Rituximab;1.Doxorubicin;0.Etoposide;0.Vincristine;3.Cyclophosphamide;17.Rituximab;1.Doxorubicin;0.Etoposide;0.Vincristine;3.Cyclophosphamide;","17.Rituximab;1.Doxorubicin;0.Etoposide;0.Vincristine;3.Cyclophosphamide;"
"992","134.184.1837.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-EPOCH",TRUE,"Cont.","17.Rituximab;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Cyclophosphamide;0.Doxorubicin;0.Etoposide;0.Vincristine;17.Rituximab;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Cyclophosphamide;0.Doxorubicin;0.Etoposide;0.Vincristine;","17.Rituximab;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Cyclophosphamide;0.Doxorubicin;0.Etoposide;0.Vincristine;"
"993","134.184.1838.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-ESHAP",TRUE,"Cont.","17.Cisplatin;0.Etoposide;0.Rituximab;1.Etoposide;1.Etoposide;1.Etoposide;1.Cytarabine;17.Cisplatin;0.Etoposide;0.Rituximab;1.Etoposide;1.Etoposide;1.Etoposide;1.Cytarabine;","17.Cisplatin;0.Etoposide;0.Rituximab;1.Etoposide;1.Etoposide;1.Etoposide;1.Cytarabine;"
"994","134.184.1838.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-ESHAP",TRUE,"Cont.","17.Cisplatin;0.Etoposide;0.Rituximab;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Cytarabine;17.Cisplatin;0.Etoposide;0.Rituximab;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Cytarabine;","17.Cisplatin;0.Etoposide;0.Rituximab;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Cytarabine;"
"995","134.184.1839.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-GDP",TRUE,"Cont.","14.Cisplatin;0.Gemcitabine;0.Rituximab;7.Gemcitabine;14.Cisplatin;0.Gemcitabine;0.Rituximab;7.Gemcitabine;","14.Cisplatin;0.Gemcitabine;0.Rituximab;7.Gemcitabine;"
"996","134.184.1839.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-GDP",TRUE,"Cont.","14.Cisplatin;0.Gemcitabine;0.Rituximab;1.Cisplatin;1.Cisplatin;5.Gemcitabine;14.Cisplatin;0.Gemcitabine;0.Rituximab;1.Cisplatin;1.Cisplatin;5.Gemcitabine;","14.Cisplatin;0.Gemcitabine;0.Rituximab;1.Cisplatin;1.Cisplatin;5.Gemcitabine;"
"997","134.184.1840.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-GemOx",TRUE,"Cont.","14.Oxaliplatin;0.Rituximab;1.Gemcitabine;14.Oxaliplatin;0.Rituximab;1.Gemcitabine;","14.Oxaliplatin;0.Rituximab;1.Gemcitabine;"
"998","134.184.1841.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-ICE",NA,NA,"0.Rituximab;2.Etoposide;0.Rituximab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;17.Etoposide;0.Rituximab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;","0.Rituximab;2.Etoposide;0.Rituximab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;17.Etoposide;0.Rituximab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;"
"999","134.184.1841.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-ICE",NA,NA,"0.Rituximab;2.Etoposide;0.Rituximab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;17.Etoposide;0.Rituximab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;19.Etoposide;0.Rituximab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;","0.Rituximab;2.Etoposide;0.Rituximab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;17.Etoposide;0.Rituximab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;19.Etoposide;0.Rituximab;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;"
"1000","134.184.1841.3","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-ICE",NA,NA,"0.Rituximab;3.Rituximab;2.Etoposide;1.Carboplatin;0.Etoposide;0.Ifosfamide;8.Rituximab;2.Etoposide;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;10.Rituximab;2.Etoposide;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;","0.Rituximab;3.Rituximab;2.Etoposide;1.Carboplatin;0.Etoposide;0.Ifosfamide;8.Rituximab;2.Etoposide;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;10.Rituximab;2.Etoposide;1.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;"
"1001","134.184.1842.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"RICER",FALSE,"2","8.Lenalidomide;0.Rituximab;1.Carboplatin;0.Etoposide;0.Ifosfamide;0.Lenalidomide;1.Etoposide;0.Lenalidomide;1.Etoposide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;","8.Lenalidomide;0.Rituximab;1.Carboplatin;0.Etoposide;0.Ifosfamide;0.Lenalidomide;1.Etoposide;0.Lenalidomide;1.Etoposide;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;"
"1002","134.184.1843.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-IFE",TRUE,"Cont.","12.Etoposide;0.Ifosfamide;0.Rituximab;1.Etoposide;1.Etoposide;12.Etoposide;0.Ifosfamide;0.Rituximab;1.Etoposide;1.Etoposide;","12.Etoposide;0.Ifosfamide;0.Rituximab;1.Etoposide;1.Etoposide;"
"1003","134.184.1843.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-IFE",TRUE,"Cont.","11.Etoposide;0.Ifosfamide;0.Rituximab;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Ifosfamide;11.Etoposide;0.Ifosfamide;0.Rituximab;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Ifosfamide;","11.Etoposide;0.Ifosfamide;0.Rituximab;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Ifosfamide;"
"1004","134.184.1844.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-NIMP",FALSE,"3","14.Ifosfamide;0.Mitoxantrone;0.Rituximab;0.Vinorelbine;14.Vinorelbine;14.Ifosfamide;0.Mitoxantrone;0.Rituximab;0.Vinorelbine;14.Vinorelbine;","14.Ifosfamide;0.Mitoxantrone;0.Rituximab;0.Vinorelbine;14.Vinorelbine;"
"1005","134.184.1844.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Relapsed or refractory, salvage therapy",184,"R-NIMP",FALSE,"3","14.Ifosfamide;0.Mitoxantrone;0.Rituximab;0.Vinorelbine;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;9.Vinorelbine;14.Ifosfamide;0.Mitoxantrone;0.Rituximab;0.Vinorelbine;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;9.Vinorelbine;","14.Ifosfamide;0.Mitoxantrone;0.Rituximab;0.Vinorelbine;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;1.Ifosfamide;9.Vinorelbine;"
"1006","134.201.1812.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Untreated, non-randomized or retrospective data",201,"Bendamustine & Rituximab (BR)",TRUE,"Cont.","20.Bendamustine;0.Rituximab;1.Bendamustine;20.Bendamustine;0.Rituximab;1.Bendamustine;","20.Bendamustine;0.Rituximab;1.Bendamustine;"
"1007","134.201.1813.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Untreated, non-randomized or retrospective data",201,"O-miniCHOP",FALSE,"6","21.Cyclophosphamide;0.Doxorubicin;0.Ofatumumab;0.Vincristine;21.Cyclophosphamide;0.Doxorubicin;0.Ofatumumab;0.Vincristine;","21.Cyclophosphamide;0.Doxorubicin;0.Ofatumumab;0.Vincristine;"
"1008","134.201.1814.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Untreated, non-randomized or retrospective data",201,"R-BL",FALSE,"6","8.Lenalidomide;0.Rituximab;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;8.Lenalidomide;0.Rituximab;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;","8.Lenalidomide;0.Rituximab;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;"
"1009","134.201.1815.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Untreated, non-randomized or retrospective data",201,"R-CDOP",FALSE,"6","21.Cyclophosphamide;0.Pegylatedliposomaldoxorubicin;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Pegylatedliposomaldoxorubicin;0.Rituximab;0.Vincristine;","21.Cyclophosphamide;0.Pegylatedliposomaldoxorubicin;0.Rituximab;0.Vincristine;"
"1010","134.201.1815.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Untreated, non-randomized or retrospective data",201,"R-CDOP",FALSE,"7","21.Cyclophosphamide;0.Pegylatedliposomaldoxorubicin;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Pegylatedliposomaldoxorubicin;0.Rituximab;0.Vincristine;","21.Cyclophosphamide;0.Pegylatedliposomaldoxorubicin;0.Rituximab;0.Vincristine;"
"1011","134.201.1815.3","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Untreated, non-randomized or retrospective data",201,"R-CDOP",FALSE,"8","21.Cyclophosphamide;0.Pegylatedliposomaldoxorubicin;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Pegylatedliposomaldoxorubicin;0.Rituximab;0.Vincristine;","21.Cyclophosphamide;0.Pegylatedliposomaldoxorubicin;0.Rituximab;0.Vincristine;"
"1012","134.201.1816.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Untreated, non-randomized or retrospective data",201,"R-CEOP90 (Epirubicin, Prednisolone)",FALSE,"4","20.Rituximab;1.Cyclophosphamide;0.Epirubicin;0.Vincristine;20.Rituximab;1.Cyclophosphamide;0.Epirubicin;0.Vincristine;","20.Rituximab;1.Cyclophosphamide;0.Epirubicin;0.Vincristine;"
"1013","134.201.1816.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Untreated, non-randomized or retrospective data",201,"R-CEOP90 (Epirubicin, Prednisolone)",FALSE,"6","20.Rituximab;1.Cyclophosphamide;0.Epirubicin;0.Vincristine;20.Rituximab;1.Cyclophosphamide;0.Epirubicin;0.Vincristine;","20.Rituximab;1.Cyclophosphamide;0.Epirubicin;0.Vincristine;"
"1014","134.201.1817.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Untreated, non-randomized or retrospective data",201,"R-CEOP (Etoposide)",FALSE,"3","19.Cyclophosphamide;0.Etoposide;0.Rituximab;0.Vincristine;1.Etoposide;1.Etoposide;19.Cyclophosphamide;0.Etoposide;0.Rituximab;0.Vincristine;1.Etoposide;1.Etoposide;","19.Cyclophosphamide;0.Etoposide;0.Rituximab;0.Vincristine;1.Etoposide;1.Etoposide;"
"1015","134.201.1817.2","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Untreated, non-randomized or retrospective data",201,"R-CEOP (Etoposide)",FALSE,"4","19.Cyclophosphamide;0.Etoposide;0.Rituximab;0.Vincristine;1.Etoposide;1.Etoposide;19.Cyclophosphamide;0.Etoposide;0.Rituximab;0.Vincristine;1.Etoposide;1.Etoposide;","19.Cyclophosphamide;0.Etoposide;0.Rituximab;0.Vincristine;1.Etoposide;1.Etoposide;"
"1016","134.201.1818.1","Malignant Hematology","Aggressive lymphomas","Diffuse large B-cell lymphoma",134,"Untreated, non-randomized or retrospective data",201,"R-GCVP",NA,NA,"0.Cyclophosphamide;0.Gemcitabine;0.Methotrexate;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Gemcitabine;0.Methotrexate;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Gemcitabine;0.Methotrexate;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Gemcitabine;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Gemcitabine;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Gemcitabine;0.Rituximab;0.Vincristine;","0.Cyclophosphamide;0.Gemcitabine;0.Methotrexate;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Gemcitabine;0.Methotrexate;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Gemcitabine;0.Methotrexate;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Gemcitabine;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Gemcitabine;0.Rituximab;0.Vincristine;21.Cyclophosphamide;0.Gemcitabine;0.Rituximab;0.Vincristine;"
