tumorType,metaCondition,condition,conditionCode,context,contextCode,regName,variant,regCode,component,day,cycleTaken,cycleLength,noCycles,branchInfo,regCode,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal","Pancreatic cancer, BRCA-mutated",045,"Advanced or metastatic disease, first-line",000,Cisplatin & Gemcitabine (GC),01,0751,Gemcitabine,"3,10",,21,Cont.,,045.0751.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal","Pancreatic cancer, BRCA-mutated",045,Maintenance after first-line therapy,000,Olaparib monotherapy,01,0752,Olaparib,1:28,,28,Cont.,,045.0752.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Capecitabine & Temozolomide,01,0753,Capecitabine,1:14,,28,Cont.,,045.0753.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Capecitabine & Temozolomide,01,0753,Temozolomide,10:14,,28,Cont.,,045.0753.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Doxorubicin & Streptozocin,01,0754,Doxorubicin,"1,22",,42,Cont.,,045.0754.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Doxorubicin & Streptozocin,01,0754,Streptozocin,1:5,,42,Cont.,,045.0754.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Everolimus monotherapy,01,0755,Everolimus,1:28,,28,Cont.,,045.0755.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Everolimus & Octreotide,01,0756,Everolimus,1:28,,28,Cont.,,045.0756.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Everolimus & Octreotide,01,0756,Octreotide LAR,1,,28,Cont.,,045.0756.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,FAS,01,0757,Fluorouracil,1:5,,28,Cont.,,045.0757.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,FAS,01,0757,Doxorubicin,1,,28,Cont.,,045.0757.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,FAS,01,0757,Streptozocin,1:5,,28,Cont.,,045.0757.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Fluorouracil & Streptozocin,01,0758,Fluorouracil,1:5,,42,Cont.,,045.0758.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Fluorouracil & Streptozocin,01,0758,Streptozocin,1:5,,42,Cont.,,045.0758.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Lanreotide Depot/Autogel monotherapy,01,0759,Lanreotide Depot/Autogel,1,,28,Cont.,,045.0759.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Lanreotide & Interferon alfa-2b,01,0760,Lanreotide,1:7,,7,Cont.,,045.0760.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Lanreotide & Interferon alfa-2b,01,0760,Interferon alfa-2b,"1,3,5",,7,Cont.,,045.0760.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Lanreotide & Interferon alfa-2b,02,0760,Lanreotide,1:7,,7,Cont.,,045.0760.02,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Lanreotide & Interferon alfa-2b,02,0760,Interferon alfa-2b,"1,2,3,4,5",,7,Cont.,,045.0760.02,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Lanreotide & Interferon alfa-2b,03,0760,Lanreotide,1:7,,7,Cont.,,045.0760.03,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Lanreotide & Interferon alfa-2b,03,0760,Interferon alfa-2b,1:7,,7,Cont.,,045.0760.03,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Octreotide monotherapy,01,0761,Octreotide,1:28,,28,Cont.,,045.0761.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Octreotide LAR monotherapy,01,0762,Octreotide LAR,1,,28,Cont.,,045.0762.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Octreotide & Interferon alfa,01,0763,Octreotide,1:7,,7,Cont.,,045.0763.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Octreotide & Interferon alfa,01,0763,Interferon alfa-2b,"1,3,5",,7,Cont.,,045.0763.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Octreotide & Interferon alfa,02,0763,Octreotide,1:7,,7,Cont.,,045.0763.02,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Octreotide & Interferon alfa,02,0763,Interferon alfa-2b,"1,2,3,4,5",,7,Cont.,,045.0763.02,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Octreotide & Interferon alfa,03,0763,Octreotide,1:7,,7,Cont.,,045.0763.03,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Octreotide & Interferon alfa,03,0763,Interferon alfa-2b,1:7,,7,Cont.,,045.0763.03,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Lutetium Lu 177 dotatate & Octreotide LAR,01,0764,Octreotide LAR,1,,28,Cont.,,045.0764.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Lutetium Lu 177 dotatate & Octreotide LAR,01,0764,Lutetium Lu 177 dotatate,1,,28,Cont.,,045.0764.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Sunitinib monotherapy,01,0765,Sunitinib,1:28,,28,Cont.,,045.0765.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Temozolomide monotherapy,01,0766,Temozolomide,1:28,,28,Cont.,,045.0766.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Temozolomide & Bevacizumab,01,0767,Temozolomide,1:28,,28,Cont.,,045.0767.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Temozolomide & Bevacizumab,01,0767,Bevacizumab,"1,15",,28,Cont.,,045.0767.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,045,All lines of therapy,000,Temozolomide & Thalidomide,01,0768,Temozolomide,"1:7,15:21",,28,Cont.,,045.0768.01,,,,,
Solid Tumor,"Gastrointestinal Oncology, Extraintestinal",Pancreatic NET,046,All lines of therapy,000,Temozolomide & Thalidomide,01,0768,Thalidomide,1:28,,28,Cont.,,046.0768.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Bacillus Calmette-Guérin (BCG) monotherapy,01,0769,Bacillus Calmette-Guérin,"1,8,15,22,29,36",,42,1,,046.0769.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Bacillus Calmette-Guérin (BCG) monotherapy,02,0769,Bacillus Calmette-Guérin,1,,14,6,,046.0769.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Bacillus Calmette-Guérin (BCG) monotherapy,03,0769,Bacillus Calmette-Guérin,"1,8,15",,21,Cont.,,046.0769.03,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Bacillus Calmette-Guérin (BCG) monotherapy,04,0769,Bacillus Calmette-Guérin,1,,84,Cont.,,046.0769.04,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Intravesicular Gemcitabine monotherapy,01,0770,Gemcitabine,1,,7,1,,046.0770.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Intravesicular Gemcitabine monotherapy,02,0770,Gemcitabine,"1,8,15,22,29,36",,42,1,,046.0770.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Intravesicular Mitomycin monotherapy,01,0771,Mitomycin,"1,8","1,2,3",14,,,046.0771.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Intravesicular Mitomycin monotherapy,01,0771,Mitomycin,1,"4,5,6,7,8,9",14,,,046.0771.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Intravesicular Mitomycin monotherapy,02,0771,Mitomycin,1,"1,2,3,4",14,,,046.0771.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Intravesicular Mitomycin monotherapy,02,0771,Mitomycin,1,"5,6,7,8",28,,,046.0771.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Intravesicular Mitomycin monotherapy,02,0771,Mitomycin,1,"9,10,11",84,,,046.0771.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Nadofaragene firadenovec monotherapy,01,0772,Nadofaragene firadenovec,1,,84,3,,046.0772.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Pembrolizumab monotherapy,01,0773,Pembrolizumab,1,,21,Cont.,,046.0773.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Nonmuscle invasive bladder cancer,000,Intravesicular Valrubicin monotherapy,01,0774,Valrubicin,"1,8,15,22,29,36",,42,1,,046.0774.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Atezolizumab monotherapy,01,0775,Atezolizumab,1,,21,2,,046.0775.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Gemcitabine (GC),01,0776,Cisplatin,1,,21,4,,046.0776.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Gemcitabine (GC),01,0776,Gemcitabine,"1,8",,21,4,,046.0776.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Gemcitabine (GC),02,0776,Cisplatin,"1,8",,21,4,,046.0776.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Gemcitabine (GC),02,0776,Gemcitabine,"1,8",,21,4,,046.0776.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Gemcitabine (GC) & Pembrolizumab,01,0777,Cisplatin,"1,8",,21,4,,046.0777.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Gemcitabine (GC) & Pembrolizumab,01,0777,Gemcitabine,"1,8",,21,4,,046.0777.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Gemcitabine (GC) & Pembrolizumab,01,0777,Pembrolizumab,1,,21,4,,046.0777.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MCV,01,0778,Methotrexate,"1,15,22",,28,2,,046.0778.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MCV,01,0778,Cisplatin,2,,28,2,,046.0778.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MCV,01,0778,Vinblastine,"2,15,22",,28,2,,046.0778.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MCV,02,0778,Methotrexate,"1,8",,21,3,,046.0778.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MCV,02,0778,Cisplatin,2,,21,3,,046.0778.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MCV,02,0778,Vinblastine,"1,8",,21,3,,046.0778.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MVAC,01,0779,Methotrexate,"1,15,22",,28,2,,046.0779.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MVAC,01,0779,Vinblastine,"2,15,22",,28,2,,046.0779.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MVAC,01,0779,Doxorubicin,2,,28,2,,046.0779.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MVAC,01,0779,Cisplatin,2,,28,2,,046.0779.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MVAC,02,0779,Methotrexate,"1,15,22",,28,3,,046.0779.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MVAC,02,0779,Vinblastine,"2,15,22",,28,3,,046.0779.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MVAC,02,0779,Doxorubicin,2,,28,3,,046.0779.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,MVAC,02,0779,Cisplatin,2,,28,3,,046.0779.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,"MVAC, dose-dense",01,0780,Methotrexate,1,,14,Cont.,,046.0780.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,"MVAC, dose-dense",01,0780,Vinblastine,1,,14,Cont.,,046.0780.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,"MVAC, dose-dense",01,0780,Doxorubicin,1,,14,Cont.,,046.0780.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,"MVAC, dose-dense",01,0780,Cisplatin,1,,14,Cont.,,046.0780.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & RT,01,0781,Cisplatin,"1,2",,7,3,,046.0781.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & RT,02,0781,Cisplatin,1,,21,2,,046.0781.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Fluorouracil (CF) & RT,01,0782,Cisplatin,"1,2,3",,14,2,,046.0782.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Fluorouracil (CF) & RT,01,0782,Fluorouracil,"1,2,3",,14,2,,046.0782.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Fluorouracil (CF) & RT,02,0782,Cisplatin,"1,2,3,8,9,10,15,16,17",,17,1,,046.0782.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Fluorouracil (CF) & RT,02,0782,Fluorouracil,"1,2,3,15,16,17",,17,1,,046.0782.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Fluorouracil (CF) & RT,03,0782,Cisplatin,"1,2,3",,7,3,,046.0782.03,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Cisplatin & Fluorouracil (CF) & RT,03,0782,Fluorouracil,"1,2,3",,7,3,,046.0782.03,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,"Cisplatin, Paclitaxel, RT",01,0783,Cisplatin,"1,2",,7,3,,046.0783.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,"Cisplatin, Paclitaxel, RT",01,0783,Paclitaxel,1,,7,3,,046.0783.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,"Cisplatin, Paclitaxel, RT",02,0783,Cisplatin,"1,2,3",,7,3,,046.0783.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,"Cisplatin, Paclitaxel, RT",02,0783,Paclitaxel,1,,7,3,,046.0783.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,"Fluorouracil, Mitomycin, RT",01,0784,Fluorouracil,"1:5,16:20",,28,1,,046.0784.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,"Fluorouracil, Mitomycin, RT",01,0784,Mitomycin,1,,28,1,,046.0784.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,"Fluorouracil, Mitomycin, RT",02,0784,Fluorouracil,"1:5,16:20",,42,1,,046.0784.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,"Fluorouracil, Mitomycin, RT",02,0784,Mitomycin,1,,42,1,,046.0784.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Gemcitabine & RT,01,0785,Gemcitabine,"1,4,8,11",,14,2,,046.0785.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Neoadjuvant chemotherapy,000,Paclitaxel & RT,01,0786,Paclitaxel,1,,7,Cont.,,046.0786.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Consolidation chemoradiotherapy,000,Cisplatin & RT,01,0787,Cisplatin,"1,2",,7,2,,046.0787.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Consolidation chemoradiotherapy,000,Cisplatin & RT,02,0787,Cisplatin,1,,21,1,,046.0787.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Consolidation chemoradiotherapy,000,Cisplatin & Fluorouracil (CF) & RT,01,0788,Cisplatin,"1,2",,7,2,,046.0788.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Consolidation chemoradiotherapy,000,Cisplatin & Fluorouracil (CF) & RT,01,0788,Fluorouracil,"1,2,3",,7,2,,046.0788.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Consolidation chemoradiotherapy,000,"Cisplatin, Paclitaxel, RT",01,0789,Cisplatin,"1,2",,7,2,,046.0789.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Consolidation chemoradiotherapy,000,"Cisplatin, Paclitaxel, RT",01,0789,Paclitaxel,1,,7,2,,046.0789.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,Cisplatin & Gemcitabine (GC),01,0790,Cisplatin,1,,28,4,,046.0790.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,Cisplatin & Gemcitabine (GC),01,0790,Gemcitabine,"1,8,15",,28,4,,046.0790.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,Cisplatin & Methotrexate,01,0791,Cisplatin,1,,21,3,,046.0791.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,Cisplatin & Methotrexate,01,0791,Methotrexate,"8,15",,21,3,,046.0791.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,MCV,01,0792,Methotrexate,"1,15,22",,28,3,,046.0792.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,MCV,01,0792,Cisplatin,"2,3,4",,28,3,,046.0792.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,MCV,01,0792,Vinblastine,"2,15,22",,28,3,,046.0792.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,Nivolumab monotherapy,01,0793,Nivolumab,1,,14,Cont.,,046.0793.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,PGC,01,0794,Paclitaxel,"1,8",,21,4,,046.0794.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,PGC,01,0794,Gemcitabine,"1,8",,21,4,,046.0794.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,PGC,01,0794,Cisplatin,"1,8",,21,4,,046.0794.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,PGC,02,0794,Paclitaxel,"1,8",,21,4,,046.0794.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,PGC,02,0794,Gemcitabine,"1,8",,21,4,,046.0794.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,Adjuvant therapy,000,PGC,02,0794,Cisplatin,1,,21,4,,046.0794.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-ineligible",000,Atezolizumab monotherapy,01,0795,Atezolizumab,1,,21,Cont.,,046.0795.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Carboplatin & Gemcitabine (GCb),01,0796,Carboplatin,1,,21,Cont.,,046.0796.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Carboplatin & Gemcitabine (GCb),01,0796,Gemcitabine,"1,8",,21,Cont.,,046.0796.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Carboplatin & Gemcitabine (GCb),02,0796,Carboplatin,2,,21,Cont.,,046.0796.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Carboplatin & Gemcitabine (GCb),02,0796,Gemcitabine,"1,8",,21,Cont.,,046.0796.02,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Carboplatin & Gemcitabine (GCb) & Atezolizumab,01,0797,Carboplatin,1,,21,Cont.,,046.0797.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Carboplatin & Gemcitabine (GCb) & Atezolizumab,01,0797,Gemcitabine,"1,8",,21,Cont.,,046.0797.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Carboplatin & Gemcitabine (GCb) & Atezolizumab,01,0797,Atezolizumab,1,,21,Cont.,,046.0797.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Carboplatin & Gemcitabine (GCb) & Pembrolizumab,01,0798,Carboplatin,1,,21,Cont.,,046.0798.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Carboplatin & Gemcitabine (GCb) & Pembrolizumab,01,0798,Gemcitabine,"1,8",,21,Cont.,,046.0798.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Carboplatin & Gemcitabine (GCb) & Pembrolizumab,01,0798,Pembrolizumab,1,,21,Cont.,,046.0798.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Carboplatin & Paclitaxel (CP),01,0799,Carboplatin,1,,21,Cont.,,046.0799.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Carboplatin & Paclitaxel (CP),01,0799,Paclitaxel,1,,21,Cont.,,046.0799.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,CISCA,01,0800,Cyclophosphamide,1,,21,Cont.,,046.0800.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,CISCA,01,0800,Cisplatin,2,,21,Cont.,,046.0800.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,CISCA,01,0800,Doxorubicin,2,,21,Cont.,,046.0800.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Cisplatin & Gemcitabine (GC),01,0801,Cisplatin,2,,28,Cont.,,046.0801.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Cisplatin & Gemcitabine (GC),01,0801,Gemcitabine,"1,8,15",,28,Cont.,,046.0801.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Cisplatin & Gemcitabine (GC) & Atezolizumab,01,0802,Cisplatin,1,,21,Cont.,,046.0802.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Cisplatin & Gemcitabine (GC) & Atezolizumab,01,0802,Gemcitabine,"1,8",,21,Cont.,,046.0802.01,,,,,
Solid Tumor,Genitourinary Oncology ,Bladder cancer,046,"Locally advanced or metastatic disease, first-line, platinum-eligible",000,Cisplatin & Gemcitabine (GC) & Atezolizumab,01,0802,Atezolizumab,1,,21,Cont.,,046.0802.01,,,,,
