"","regCodeExt","metaCondition","condition","conditionCode","context","contextCode","regName","variant","regCode","component","day","cycleTaken","cycleLength","noCycles","branchInfo","Radio.Therapy.","continuous","noCycles_Original","regString","shortString"
"206","92.10.1299.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",10,"Cisplatin & RT",1,1299,"Cisplatin","1,2,4,5,6","",7,2,"","X",FALSE,"2","2.Cisplatin;1.Cisplatin;2.Cisplatin;1.Cisplatin;1.Cisplatin;","2.Cisplatin;1.Cisplatin;2.Cisplatin;1.Cisplatin;1.Cisplatin;"
"207","92.11.1299.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",11,"Cisplatin & RT",2,1299,"Cisplatin","1","",21,3,"","X",FALSE,"3","21.Cisplatin;21.Cisplatin;","21.Cisplatin;21.Cisplatin;"
"208","92.12.1300.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",12,"Cisplatin, Docetaxel, RT",1,1300,"Cisplatin","1,8,15,22,29,36","",42,1,"","X",FALSE,"1","0.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;","0.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;"
"209","92.12.1300.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",12,"Cisplatin, Docetaxel, RT",1,1300,"Docetaxel","1,8,15,22,29,36","",42,1,"","X",FALSE,"1","0.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;","0.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;"
"210","92.13.1300.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",13,"Cisplatin, Docetaxel, RT",2,1300,"Cisplatin","1,8","",28,2,"","X",FALSE,"2","21.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;","21.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;"
"211","92.13.1300.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",13,"Cisplatin, Docetaxel, RT",2,1300,"Docetaxel","1,8","",28,2,"","X",FALSE,"2","21.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;","21.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;"
"212","92.14.1301.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",14,"Cisplatin, Etoposide, RT",1,1301,"Cisplatin","1,8","",28,2,"","X",FALSE,"2","21.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;","21.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;"
"213","92.14.1301.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",14,"Cisplatin, Etoposide, RT",1,1301,"Etoposide","1, 2, 3, 4, 5","",28,2,"","X",FALSE,"2","21.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;","21.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;"
"214","92.15.1301.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",15,"Cisplatin, Etoposide, RT",2,1301,"Cisplatin","1, 2, 3, 4, 5","",28,2,"","X",FALSE,"2","24.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;","24.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;"
"215","92.15.1301.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",15,"Cisplatin, Etoposide, RT",2,1301,"Etoposide","1, 2, 3, 4, 5","",28,2,"","X",FALSE,"2","24.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;","24.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;"
"216","92.16.1301.3","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",16,"Cisplatin, Etoposide, RT",3,1301,"Cisplatin","1,8","",28,2,"","X",FALSE,"2","17.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;","17.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;"
"217","92.16.1301.3","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",16,"Cisplatin, Etoposide, RT",3,1301,"Etoposide","1, 2, 3, 4, 5, 8, 9, 10, 11, 12","",28,2,"","X",FALSE,"2","17.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;","17.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;"
"218","92.17.1302.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",17,"Cisplatin, Pemetrexed, RT",1,1302,"Cisplatin","1","",21,3,"","X",FALSE,"3","21.Cisplatin;0.Pemetrexed;21.Cisplatin;0.Pemetrexed;","21.Cisplatin;0.Pemetrexed;"
"219","92.17.1302.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",17,"Cisplatin, Pemetrexed, RT",1,1302,"Pemetrexed","1","",21,3,"","X",FALSE,"3","21.Cisplatin;0.Pemetrexed;21.Cisplatin;0.Pemetrexed;","21.Cisplatin;0.Pemetrexed;"
"220","92.17.1303.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",17,"Cisplatin, Vinblastine, RT",1,1303,"Cisplatin","1,29","",35,1,"","X",FALSE,"1","0.Cisplatin;0.Vinblastine;7.Vinblastine;7.Vinblastine;7.Vinblastine;7.Cisplatin;0.Vinblastine;","0.Cisplatin;0.Vinblastine;7.Vinblastine;7.Vinblastine;7.Vinblastine;7.Cisplatin;0.Vinblastine;"
"221","92.17.1303.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",17,"Cisplatin, Vinblastine, RT",1,1303,"Vinblastine","1,8,15,22,29","",35,1,"","X",FALSE,"1","0.Cisplatin;0.Vinblastine;7.Vinblastine;7.Vinblastine;7.Vinblastine;7.Cisplatin;0.Vinblastine;","0.Cisplatin;0.Vinblastine;7.Vinblastine;7.Vinblastine;7.Vinblastine;7.Cisplatin;0.Vinblastine;"
"222","92.17.1304.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",17,"Cisplatin, Vinorelbine, RT",1,1304,"Cisplatin","2,9","",21,1,"","X",FALSE,"1","0.Cisplatin;0.Vinorelbine;7.Cisplatin;0.Vinorelbine;","0.Cisplatin;0.Vinorelbine;7.Cisplatin;0.Vinorelbine;"
"223","92.17.1304.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",17,"Cisplatin, Vinorelbine, RT",1,1304,"Vinorelbine","2,9","",21,1,"","X",FALSE,"1","0.Cisplatin;0.Vinorelbine;7.Cisplatin;0.Vinorelbine;","0.Cisplatin;0.Vinorelbine;7.Cisplatin;0.Vinorelbine;"
"224","92.17.1305.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Consolidation after definitive therapy for inoperable disease",17,"Carboplatin & Paclitaxel (CP)",1,1305,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Paclitaxel;21.Carboplatin;0.Paclitaxel;","21.Carboplatin;0.Paclitaxel;"
"225","92.17.1305.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Consolidation after definitive therapy for inoperable disease",17,"Carboplatin & Paclitaxel (CP)",1,1305,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Paclitaxel;21.Carboplatin;0.Paclitaxel;","21.Carboplatin;0.Paclitaxel;"
"226","92.17.1306.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Consolidation or maintenance after definitive therapy for inoperable disease",17,"Durvalumab monotherapy",1,1306,"Durvalumab","1","",14,3,"","",TRUE,"Cont.","14.Durvalumab;14.Durvalumab;","14.Durvalumab;14.Durvalumab;"
"227","92.17.1307.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Consolidation or maintenance after definitive therapy for inoperable disease",17,"Sugemalimab monotherapy",1,1307,"Sugemalimab","1","",21,3,"","",TRUE,"Cont.","21.Sugemalimab;21.Sugemalimab;","21.Sugemalimab;21.Sugemalimab;"
"228","92.17.1308.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",17,"Atezolizumab monotherapy",1,1308,"Atezolizumab","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;21.Atezolizumab;","21.Atezolizumab;21.Atezolizumab;"
"229","92.17.1309.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",17,"Carboplatin & Docetaxel",1,1309,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Docetaxel;21.Carboplatin;0.Docetaxel;","21.Carboplatin;0.Docetaxel;"
"230","92.17.1309.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",17,"Carboplatin & Docetaxel",1,1309,"Docetaxel","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Docetaxel;21.Carboplatin;0.Docetaxel;","21.Carboplatin;0.Docetaxel;"
"231","92.17.1310.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",17,"Carboplatin & Etoposide (CE)",1,1310,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"232","92.17.1310.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",17,"Carboplatin & Etoposide (CE)",1,1310,"Etoposide","1,2,3","",21,3,"","",TRUE,"Cont.","19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","19.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"233","92.18.1310.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",18,"Carboplatin & Etoposide (CE)",2,1310,"Carboplatin","1","",28,3,"","",TRUE,"Cont.","26.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;26.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","26.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"234","92.18.1310.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",18,"Carboplatin & Etoposide (CE)",2,1310,"Etoposide","1,2,3","",28,3,"","",TRUE,"Cont.","26.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;26.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","26.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;"
"235","92.19.1311.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",19,"Carboplatin & Gemcitabine (GCb)",1,1311,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","14.Carboplatin;0.Gemcitabine;7.Gemcitabine;14.Carboplatin;0.Gemcitabine;7.Gemcitabine;","14.Carboplatin;0.Gemcitabine;7.Gemcitabine;"
"236","92.19.1311.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",19,"Carboplatin & Gemcitabine (GCb)",1,1311,"Gemcitabine","1,8","",21,3,"","",TRUE,"Cont.","14.Carboplatin;0.Gemcitabine;7.Gemcitabine;14.Carboplatin;0.Gemcitabine;7.Gemcitabine;","14.Carboplatin;0.Gemcitabine;7.Gemcitabine;"
"237","92.2.1283.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Adjuvant therapy",2,"Atezolizumab monotherapy",2,1283,"Atezolizumab","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;21.Atezolizumab;","21.Atezolizumab;21.Atezolizumab;"
"238","92.20.1311.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",20,"Carboplatin & Gemcitabine (GCb)",2,1311,"Carboplatin","1","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;14.Carboplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;","14.Carboplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;"
"239","92.20.1311.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",20,"Carboplatin & Gemcitabine (GCb)",2,1311,"Gemcitabine","1,8,15","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;14.Carboplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;","14.Carboplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;"
"240","92.21.1312.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",21,"Carboplatin & Paclitaxel (CP)",1,1312,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Paclitaxel;21.Carboplatin;0.Paclitaxel;","21.Carboplatin;0.Paclitaxel;"
"241","92.21.1312.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",21,"Carboplatin & Paclitaxel (CP)",1,1312,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Paclitaxel;21.Carboplatin;0.Paclitaxel;","21.Carboplatin;0.Paclitaxel;"
"242","92.21.1313.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",21,"Carboplatin & nab-Paclitaxel",1,1313,"Carboplatin","1","",21,3,"","",FALSE,"6","7.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"243","92.21.1313.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",21,"Carboplatin & nab-Paclitaxel",1,1313,"Paclitaxel, nanoparticle albumin-bound","1,8,15","",21,3,"","",FALSE,"6","7.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"244","92.21.1314.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",21,"Carboplatin, nab-Paclitaxel, Durvalumab",1,1314,"Carboplatin","1","",21,3,"","",FALSE,"4","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"245","92.21.1314.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",21,"Carboplatin, nab-Paclitaxel, Durvalumab",1,1314,"Durvalumab","1","",21,3,"","",FALSE,"4","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"246","92.21.1314.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",21,"Carboplatin, nab-Paclitaxel, Durvalumab",1,1314,"Paclitaxel, nanoparticle albumin-bound","1,8,15","",21,3,"","",FALSE,"4","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"247","92.22.1314.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",22,"Carboplatin, nab-Paclitaxel, Durvalumab",2,1314,"Carboplatin","1","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"248","92.22.1314.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",22,"Carboplatin, nab-Paclitaxel, Durvalumab",2,1314,"Durvalumab","1","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"249","92.22.1314.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",22,"Carboplatin, nab-Paclitaxel, Durvalumab",2,1314,"Paclitaxel, nanoparticle albumin-bound","1,8,15","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"250","92.23.1314.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",23,"Carboplatin, nab-Paclitaxel, Durvalumab",1,1314,"Carboplatin","1","",21,3,"","",FALSE,"4","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"251","92.23.1314.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",23,"Carboplatin, nab-Paclitaxel, Durvalumab",1,1314,"Durvalumab","1","",21,3,"","",FALSE,"4","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"252","92.23.1314.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",23,"Carboplatin, nab-Paclitaxel, Durvalumab",1,1314,"Paclitaxel, nanoparticle albumin-bound","1,8,15","",21,3,"","",FALSE,"4","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"253","92.23.1314.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",23,"Carboplatin, nab-Paclitaxel, Durvalumab",1,1314,"Tremelimumab","1","",21,3,"","",FALSE,"4","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"254","92.24.1314.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",24,"Carboplatin, nab-Paclitaxel, Durvalumab",2,1314,"Carboplatin","1","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"255","92.24.1314.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",24,"Carboplatin, nab-Paclitaxel, Durvalumab",2,1314,"Durvalumab","1","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
