"regCodeExt","metaCondition","condition","conditionCode","context","contextCode","regName","variant","regCode","component","day","cycleTaken","cycleLength","noCycles","branchInfo","Radio.Therapy.","continuous","noCycles_Original","regString","shortString"
"104.93.1572.2","Thoraic Oncology","Thymoma",104,"Advanced or metastatic disease, first-line therapy",93,"ADOC",2,1572,"Cisplatin","1","",28,3,"","",TRUE,"Cont.","25.Cisplatin;0.Doxorubicin;2.Vincristine;1.Cyclophosphamide;25.Cisplatin;0.Doxorubicin;2.Vincristine;1.Cyclophosphamide;","25.cisplatin;0.doxorubicin;2.vincristine;1.cyclophosphamide;"
"104.94.1575.1","Thoraic Oncology","Thymoma",104,"Advanced or metastatic disease, first-line therapy",94,"PAC",1,1575,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","21.Cisplatin;0.Cyclophosphamide;0.Doxorubicin;21.Cisplatin;0.Cyclophosphamide;0.Doxorubicin;","21.cisplatin;0.cyclophosphamide;0.doxorubicin;"
"104.94.1576.1","Thoraic Oncology","Thymoma",104,"Advanced or metastatic disease, first-line therapy",94,"VIP",1,1576,"Cisplatin","1,2,3,4","",21,3,"","",FALSE,"4","18.Cisplatin;0.Etoposide;0.Ifosfamide;1.Cisplatin;0.Etoposide;0.Ifosfamide;1.Cisplatin;0.Etoposide;0.Ifosfamide;1.Cisplatin;0.Etoposide;0.Ifosfamide;18.Cisplatin;0.Etoposide;0.Ifosfamide;1.Cisplatin;0.Etoposide;0.Ifosfamide;1.Cisplatin;0.Etoposide;0.Ifosfamide;1.Cisplatin;0.Etoposide;0.Ifosfamide;","18.cisplatin;0.etoposide;0.ifosfamide;1.cisplatin;0.etoposide;0.ifosfamide;1.cisplatin;0.etoposide;0.ifosfamide;1.cisplatin;0.etoposide;0.ifosfamide;"
"104.94.1577.1","Thoraic Oncology","Thymoma",104,"Advanced or metastatic disease, subsequent lines of therapy",94,"Capecitabine & Gemcitabine",1,1577,"Capecitabine","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14","",21,3,"","",TRUE,"Cont.","8.Capecitabine;0.Gemcitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;0.Gemcitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Capecitabine;0.Gemcitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;0.Gemcitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.capecitabine;0.gemcitabine;1.capecitabine;1.capecitabine;1.capecitabine;1.capecitabine;1.capecitabine;1.capecitabine;1.capecitabine;0.gemcitabine;1.capecitabine;1.capecitabine;1.capecitabine;1.capecitabine;1.capecitabine;1.capecitabine;"
"104.94.1578.1","Thoraic Oncology","Thymoma",104,"Advanced or metastatic disease, subsequent lines of therapy",94,"Everolimus monotherapy",1,1578,"Everolimus","1, 2, 3, 4, 5, 6, 7","",7,3,"","",TRUE,"Cont.","1.Everolimus;1.Everolimus;1.Everolimus;1.Everolimus;1.Everolimus;1.Everolimus;1.Everolimus;1.Everolimus;1.Everolimus;1.Everolimus;1.Everolimus;1.Everolimus;1.Everolimus;1.Everolimus;","1.everolimus;1.everolimus;"
"104.94.1580.1","Thoraic Oncology","Thymoma",104,"Advanced or metastatic disease, subsequent lines of therapy",94,"Octreotide monotherapy",1,1580,"Ocreotide","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","",28,3,"","",TRUE,"Cont.","1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;1.Ocreotide;","1.ocreotide;1.ocreotide;"
"104.94.1581.1","Thoraic Oncology","Thymoma",104,"Advanced or metastatic disease, subsequent lines of therapy",94,"Sunitinib monotherapy",1,1581,"Sunitinib","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","",42,3,"","",TRUE,"Cont.","15.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;15.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;1.Sunitinib;","15.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;1.sunitinib;"
"92.1.1275.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Neoadjuvant therapy",1,"Carboplatin & Paclitaxel (CP) & Nivolumab",1,1275,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Nivolumab;0.Paclitaxel;21.Carboplatin;0.Nivolumab;0.Paclitaxel;","21.carboplatin;0.nivolumab;0.paclitaxel;"
"92.1.1277.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Neoadjuvant therapy",1,"Cisplatin & Docetaxel (DC) & Durvalumab",1,1277,"Cisplatin","1","1,2,3",21,0,"","",NA,NA,"0.Cisplatin;0.Docetaxel;0.Durvalumab;21.Cisplatin;0.Docetaxel;0.Durvalumab;21.Cisplatin;0.Docetaxel;0.Durvalumab;21.Cisplatin;0.Docetaxel;0.Durvalumab;14.Cisplatin;0.Docetaxel;0.Durvalumab;","0.cisplatin;0.docetaxel;0.durvalumab;21.cisplatin;0.docetaxel;0.durvalumab;21.cisplatin;0.docetaxel;0.durvalumab;21.cisplatin;0.docetaxel;0.durvalumab;14.cisplatin;0.docetaxel;0.durvalumab;"
"92.1.1278.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Neoadjuvant therapy",1,"Cisplatin & Docetaxel (DC) & Nivolumab",1,1278,"Cisplatin","1","",21,3,"","",FALSE,"3","21.Cisplatin;0.Docetaxel;0.Nivolumab;21.Cisplatin;0.Docetaxel;0.Nivolumab;","21.cisplatin;0.docetaxel;0.nivolumab;"
"92.1.1282.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Neoadjuvant therapy",1,"Cisplatin & Vinorelbine (CVb) & Nivolumab",1,1282,"Cisplatin","1","",21,3,"","",FALSE,"3","14.Cisplatin;0.Nivolumab;0.Vinorelbine;7.Vinorelbine;14.Cisplatin;0.Nivolumab;0.Vinorelbine;7.Vinorelbine;","14.cisplatin;0.nivolumab;0.vinorelbine;7.vinorelbine;"
"92.1.1283.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Adjuvant therapy",1,"Atezolizumab monotherapy",1,1283,"Atezolizumab","1","",14,3,"","",TRUE,"Cont.","14.Atezolizumab;14.Atezolizumab;","14.atezolizumab;14.atezolizumab;"
"92.10.1298.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",10,"Carboplatin Monotherapy",1,1298,"Carboplatin","1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 22, 23, 24, 25, 26","",28,1,"","X",FALSE,"1","0.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;3.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;3.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;3.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;","0.carboplatin;1.carboplatin;1.carboplatin;1.carboplatin;1.carboplatin;3.carboplatin;1.carboplatin;1.carboplatin;1.carboplatin;1.carboplatin;3.carboplatin;1.carboplatin;1.carboplatin;1.carboplatin;1.carboplatin;3.carboplatin;1.carboplatin;1.carboplatin;1.carboplatin;1.carboplatin;"
"92.12.1300.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",12,"Cisplatin & Docetaxel (DC)",1,1300,"Cisplatin","1,8,15,22,29,36","",42,1,"","X",FALSE,"1","0.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;","0.cisplatin;0.docetaxel;7.cisplatin;0.docetaxel;7.cisplatin;0.docetaxel;7.cisplatin;0.docetaxel;7.cisplatin;0.docetaxel;7.cisplatin;0.docetaxel;"
"92.13.1300.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",13,"Cisplatin & Docetaxel (DC)",2,1300,"Cisplatin","1,8","",28,2,"","X",FALSE,"2","21.Cisplatin;0.Docetaxel;7.Cisplatin;0.Docetaxel;","21.cisplatin;0.docetaxel;7.cisplatin;0.docetaxel;"
"92.15.1301.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",15,"Cisplatin & Etoposide (EP)",2,1301,"Cisplatin","1, 2, 3, 4, 5","",28,2,"","X",FALSE,"2","24.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;","24.cisplatin;0.etoposide;1.cisplatin;0.etoposide;1.cisplatin;0.etoposide;1.cisplatin;0.etoposide;1.cisplatin;0.etoposide;"
"92.16.1301.3","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",16,"Cisplatin & Etoposide (EP)",3,1301,"Cisplatin","1,8","",28,2,"","X",FALSE,"2","17.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;","17.cisplatin;0.etoposide;1.etoposide;1.etoposide;1.etoposide;1.etoposide;3.cisplatin;0.etoposide;1.etoposide;1.etoposide;1.etoposide;1.etoposide;"
"92.17.1304.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",17,"Cisplatin & Vinorelbine (CVb)",1,1304,"Cisplatin","2,9","",21,1,"","X",FALSE,"1","0.Cisplatin;0.Vinorelbine;7.Cisplatin;0.Vinorelbine;","0.cisplatin;0.vinorelbine;7.cisplatin;0.vinorelbine;"
"92.17.1306.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Consolidation or maintenance after definitive therapy for inoperable disease",17,"Durvalumab monotherapy",1,1306,"Durvalumab","1","",14,3,"","",TRUE,"Cont.","14.Durvalumab;14.Durvalumab;","14.durvalumab;14.durvalumab;"
"92.17.1307.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Consolidation or maintenance after definitive therapy for inoperable disease",17,"Sugemalimab monotherapy",1,1307,"Sugemalimab","1","",21,3,"","",TRUE,"Cont.","21.Sugemalimab;21.Sugemalimab;","21.sugemalimab;21.sugemalimab;"
"92.18.1310.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",18,"Carboplatin & Etoposide (CE)",2,1310,"Carboplatin","1","",28,3,"","",TRUE,"Cont.","26.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;26.Carboplatin;0.Etoposide;1.Etoposide;1.Etoposide;","26.carboplatin;0.etoposide;1.etoposide;1.etoposide;"
"92.21.1314.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",21,"Carboplatin, nab-Paclitaxel, Durvalumab",1,1314,"Carboplatin","1","",21,3,"","",FALSE,"4","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.carboplatin;0.durvalumab;0.paclitaxel;0.nanoparticlealbumin-bound;7.paclitaxel;0.nanoparticlealbumin-bound;7.paclitaxel;0.nanoparticlealbumin-bound;"
"92.22.1314.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",22,"Carboplatin, nab-Paclitaxel, Durvalumab",2,1314,"Carboplatin","1","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","14.carboplatin;0.durvalumab;0.paclitaxel;0.nanoparticlealbumin-bound;7.paclitaxel;0.nanoparticlealbumin-bound;7.paclitaxel;0.nanoparticlealbumin-bound;"
"92.23.1314.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",23,"Carboplatin, nab-Paclitaxel, Durvalumab",1,1314,"Carboplatin","1","",21,3,"","",FALSE,"4","7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.carboplatin;0.durvalumab;0.paclitaxel;0.nanoparticlealbumin-bound;0.tremelimumab;7.paclitaxel;0.nanoparticlealbumin-bound;7.paclitaxel;0.nanoparticlealbumin-bound;"
"92.24.1314.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",24,"Carboplatin, nab-Paclitaxel, Durvalumab",2,1314,"Carboplatin","1","",28,3,"","",TRUE,"Cont.","14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;14.Carboplatin;0.Durvalumab;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tremelimumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","14.carboplatin;0.durvalumab;0.paclitaxel;0.nanoparticlealbumin-bound;0.tremelimumab;7.paclitaxel;0.nanoparticlealbumin-bound;7.paclitaxel;0.nanoparticlealbumin-bound;"
"92.25.1316.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Carboplatin & Paclitaxel (CP) & Cemiplimab",1,1316,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Cemiplimab;0.Paclitaxel;21.Carboplatin;0.Cemiplimab;0.Paclitaxel;","21.carboplatin;0.cemiplimab;0.paclitaxel;"
"92.25.1320.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Cemiplimab monotherapy",1,1320,"Cemiplimab","1","",21,3,"","",TRUE,"Cont.","21.Cemiplimab;21.Cemiplimab;","21.cemiplimab;21.cemiplimab;"
"92.25.1322.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",25,"Cisplatin & Etoposide (EP)",1,1322,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","14.Cisplatin;3.Etoposide;2.Etoposide;2.Etoposide;14.Cisplatin;3.Etoposide;2.Etoposide;2.Etoposide;","14.cisplatin;3.etoposide;2.etoposide;2.etoposide;"
"92.28.1323.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",28,"Cisplatin & Gemcitabine (GC)",1,1323,"Cisplatin","2","",21,3,"","",TRUE,"Cont.","14.Gemcitabine;1.Cisplatin;6.Gemcitabine;14.Gemcitabine;1.Cisplatin;6.Gemcitabine;","14.gemcitabine;1.cisplatin;6.gemcitabine;"
"92.29.1323.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",29,"Cisplatin & Gemcitabine (GC)",2,1323,"Cisplatin","1","",28,3,"","",TRUE,"Cont.","14.Cisplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;14.Cisplatin;0.Gemcitabine;7.Gemcitabine;7.Gemcitabine;","14.cisplatin;0.gemcitabine;7.gemcitabine;7.gemcitabine;"
"92.3.1283.3","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Adjuvant therapy",3,"Atezolizumab monotherapy",3,1283,"Atezolizumab","1","",28,3,"","",TRUE,"Cont.","28.Atezolizumab;28.Atezolizumab;","28.atezolizumab;28.atezolizumab;"
"92.31.1324.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin & Gemcitabine (GC) & Cetuximab",1,1324,"Cetuximab","1,8,15","",21,3,"","",TRUE,"Cont.","7.Cetuximab;0.Cisplatin;0.Gemcitabine;7.Cetuximab;0.Gemcitabine;7.Cetuximab;7.Cetuximab;0.Cisplatin;0.Gemcitabine;7.Cetuximab;0.Gemcitabine;7.Cetuximab;","7.cetuximab;0.cisplatin;0.gemcitabine;7.cetuximab;0.gemcitabine;7.cetuximab;"
"92.31.1326.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin & Paclitaxel",1,1326,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","21.Cisplatin;0.Paclitaxel;21.Cisplatin;0.Paclitaxel;","21.cisplatin;0.paclitaxel;"
"92.31.1327.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin, Paclitaxel, Cemiplimab",1,1327,"Cemiplimab","1","",21,3,"","",TRUE,"Cont.","21.Cemiplimab;0.Cisplatin;0.Paclitaxel;21.Cemiplimab;0.Cisplatin;0.Paclitaxel;","21.cemiplimab;0.cisplatin;0.paclitaxel;"
"92.31.1328.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",31,"Cisplatin & Vinorelbine (CVb)",1,1328,"Cisplatin","8","",21,3,"","",TRUE,"Cont.","14.Vinorelbine;7.Cisplatin;0.Vinorelbine;14.Vinorelbine;7.Cisplatin;0.Vinorelbine;","14.vinorelbine;7.cisplatin;0.vinorelbine;"
"92.32.1328.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",32,"Cisplatin & Vinorelbine (CVb)",2,1328,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;","7.cisplatin;0.vinorelbine;7.vinorelbine;7.vinorelbine;"
"92.34.1328.4","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",34,"Cisplatin & Vinorelbine (CVb)",4,1328,"Cisplatin","1","",42,3,"","",TRUE,"Cont.","7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Vinorelbine;","7.cisplatin;0.vinorelbine;7.vinorelbine;7.vinorelbine;7.vinorelbine;7.vinorelbine;7.vinorelbine;"
"92.35.1329.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Cisplatin, Vinorelbine, Cetuximab",1,1329,"Cetuximab","1,8,15","",21,3,"","",TRUE,"Cont.","7.Cetuximab;0.Cisplatin;0.Vinorelbine;7.Cetuximab;0.Vinorelbine;7.Cetuximab;7.Cetuximab;0.Cisplatin;0.Vinorelbine;7.Cetuximab;0.Vinorelbine;7.Cetuximab;","7.cetuximab;0.cisplatin;0.vinorelbine;7.cetuximab;0.vinorelbine;7.cetuximab;"
"92.35.1330.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Docetaxel & Vinorelbine",1,1330,"Docetaxel","1","",14,3,"","",TRUE,"Cont.","14.Docetaxel;0.Vinorelbine;14.Docetaxel;0.Vinorelbine;","14.docetaxel;0.vinorelbine;"
"92.35.1331.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Durvalumab & Tremelimumab",1,1331,"Durvalumab","1","",28,3,"","",TRUE,"Cont.","28.Durvalumab;0.Tremelimumab;28.Durvalumab;0.Tremelimumab;","28.durvalumab;0.tremelimumab;"
"92.35.1332.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",35,"Gemcitabine & Paclitaxel",1,1332,"Gemcitabine","1,8","",21,3,"","",TRUE,"Cont.","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;0.Paclitaxel;14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;0.Paclitaxel;","14.gemcitabine;0.paclitaxel;7.gemcitabine;0.paclitaxel;"
"92.36.1332.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",36,"Gemcitabine & Paclitaxel",2,1332,"Gemcitabine","1,8","",21,3,"","",TRUE,"Cont.","14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;14.Gemcitabine;0.Paclitaxel;7.Gemcitabine;","14.gemcitabine;0.paclitaxel;7.gemcitabine;"
"92.37.1333.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",37,"Gemcitabine & Vinorelbine",1,1333,"Gemcitabine","1,8","",21,3,"","",TRUE,"Cont.","14.Gemcitabine;0.Vinorelbine;7.Gemcitabine;0.Vinorelbine;14.Gemcitabine;0.Vinorelbine;7.Gemcitabine;0.Vinorelbine;","14.gemcitabine;0.vinorelbine;7.gemcitabine;0.vinorelbine;"
"92.38.1333.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",38,"Gemcitabine & Vinorelbine",2,1333,"Gemcitabine","1,8,15","",28,3,"","",TRUE,"Cont.","14.Gemcitabine;0.Vinorelbine;7.Gemcitabine;0.Vinorelbine;7.Gemcitabine;0.Vinorelbine;14.Gemcitabine;0.Vinorelbine;7.Gemcitabine;0.Vinorelbine;7.Gemcitabine;0.Vinorelbine;","14.gemcitabine;0.vinorelbine;7.gemcitabine;0.vinorelbine;7.gemcitabine;0.vinorelbine;"
"92.39.1334.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",39,"Ipilimumab & Nivolumab",1,1334,"Ipilimumab","1","",42,3,"","",TRUE,"Cont.","14.Ipilimumab;0.Nivolumab;14.Nivolumab;14.Nivolumab;14.Ipilimumab;0.Nivolumab;14.Nivolumab;14.Nivolumab;","14.ipilimumab;0.nivolumab;14.nivolumab;14.nivolumab;"
"92.39.1336.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line",39,"PCG (Carboplatin)",1,1336,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","14.Carboplatin;0.Gemcitabine;0.Paclitaxel;7.Gemcitabine;14.Carboplatin;0.Gemcitabine;0.Paclitaxel;7.Gemcitabine;","14.carboplatin;0.gemcitabine;0.paclitaxel;7.gemcitabine;"
"92.4.1289.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Adjuvant therapy",4,"Cisplatin & Vinblastine",1,1289,"Cisplatin","1,22,43,64","",84,1,"","",FALSE,"1","0.Cisplatin;0.Vinblastine;7.Vinblastine;7.Vinblastine;7.Cisplatin;0.Vinblastine;7.Vinblastine;14.Cisplatin;0.Vinblastine;14.Vinblastine;7.Cisplatin;","0.cisplatin;0.vinblastine;7.vinblastine;7.vinblastine;7.cisplatin;0.vinblastine;7.vinblastine;14.cisplatin;0.vinblastine;14.vinblastine;7.cisplatin;"
"92.4.1290.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Adjuvant therapy",4,"Cisplatin & Vindesine",1,1290,"Cisplatin","1,22,43,64","",84,1,"","",FALSE,"1","0.Cisplatin;0.Vindesine;7.Vindesine;7.Vindesine;7.Cisplatin;0.Vindesine;7.Vindesine;14.Cisplatin;0.Vindesine;14.Vindesine;7.Cisplatin;","0.cisplatin;0.vindesine;7.vindesine;7.vindesine;7.cisplatin;0.vindesine;7.vindesine;14.cisplatin;0.vindesine;14.vindesine;7.cisplatin;"
"92.4.1291.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Adjuvant therapy",4,"Cisplatin & Vinorelbine (CVb)",1,1291,"Cisplatin","1,8","",28,3,"","",TRUE,"Cont.","7.Cisplatin;0.Vinorelbine;7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;7.Cisplatin;0.Vinorelbine;7.Cisplatin;0.Vinorelbine;7.Vinorelbine;7.Vinorelbine;","7.cisplatin;0.vinorelbine;7.cisplatin;0.vinorelbine;7.vinorelbine;7.vinorelbine;"
